Q25,IQR,sd,sp.ent,sfm,mode,meanfun
0.02956824055312496,-0.29760458765078585,-0.20180745000027117,0.5119074893137547,-0.07409422374632489,0.2752207686794751,-0.325994604594173
0.9360842465741716,-1.0957479587956265,0.47553149845182197,0.07121822557999219,0.38362922029571456,0.44544076372155195,1.0225183090422298
0.7702233303426413,-0.5289641030102209,-0.6705538183932748,0.07916313390871985,-0.28038014770381314,0.16403669707477686,0.8300717607492606
-2.1024809532527744,1.6539026253179367,1.4400704930070336,1.4997504046279246,1.9080015409558975,-1.9129430676679884,1.7988959198495762
-0.06599005713019196,0.593121693139,0.6416868725635099,0.8294087223013417,0.8045884869037127,-0.11697310616174257,-0.1902581655126463
-0.24416818802696308,0.5862681743991448,0.00149984050340171,0.0963838267166102,-0.5151374443201061,1.1689006269372229,-0.658568491619541
-2.2755072927920796,1.8519281910025323,1.7158565198081825,0.968828658404403,1.2045870537030012,-1.8601861033677694,1.0020827604938933
-1.3572000534586421,1.2590655686020267,1.438856204192951,1.773822455790113,2.2810532816841764,-0.5079424499096008,-1.2266427373041413
-0.5866830770211018,0.476427216819955,0.1956100577857295,1.021309584436216,0.5010897710098328,0.23945519759187361,-1.5129103724518462
1.3370373383804492,-1.4277842233360776,-1.439244394707486,-2.3905547424543223,-1.296626834087877,0.6217681580854987,0.7879657505778999
0.6012709675974802,0.028116814964642387,1.2446373956342283,0.8277315697239073,0.8770369422836036,-1.4927412194531595,0.18117897504487032
-2.5381211115890956,1.2062067088924904,1.6823418677369486,0.5897281437564279,0.9457992132689628,-1.95265285694306,1.2563854155967193
0.017711538521161654,0.8475565606157242,0.30009752742947743,-0.9307708270258426,-1.0932455703937398,-0.27631334068482866,-0.3714923075265702
1.029672160573745,-0.893683581907846,-1.3917640118770376,-0.7345675713020086,-1.1682020082231481,0.3984573765998551,0.3632696298238487
0.7293247331401451,-1.2386861861840721,-1.6572266966157738,-1.6261547430465608,-1.240759315673119,0.09943411520752747,0.8398727889662337
-0.5128134857468721,0.4999242738182049,0.2675956556911965,0.723197662056461,0.3054141459251954,0.6459842721614211,-0.9692436203333352
-1.2030296586170073,0.9933443184386967,2.0568660884819265,-0.871652955633844,0.5501861758380825,-2.1412103079524334,-2.1574466887591512
0.057772685358699026,0.6614377515960105,0.10554297158663817,-0.23271139390731155,-0.7381156323454602,1.2907934243973205,-0.6214234555579917
