meanfreq,median,Q25,Q75,IQR,sd,log_skew,log_kurt,sp.ent,sfm,mode,meanfun,log_minfun,exp_maxfun,modindx,meandom,mindom,maxdom,dfrange,label
-4.0492480572698435,-4.224900773250868,-2.5761016363916442,-5.6936072313087775,-0.2147782625817491,0.42735530065794625,2.925891686677291,3.1774864952438406,-0.039082790713239966,0.47157530094605865,-2.1412103079524334,-1.812038245928282,-1.3844861468421295,0.6367927679213639,-1.454772289249461,-1.564204602400686,-0.7084043118608092,-1.4314216469549106,-1.4191371182418606,male
-3.8410532472826953,-3.999293424125138,-2.486884519204998,-5.588987259278044,-0.2584853636445342,0.611669497359068,4.032721137227753,4.022522604848101,-0.06523603011150293,0.5944312203469451,-2.1412103079524334,-1.0795944281124648,-1.36935223831101,-0.5241333852395061,-1.014102943187002,-1.5619157575819012,-0.7084043118608092,-1.4181071582442124,-1.4058184026381746,male
-3.463066465746331,-4.095850524370047,-2.7069864957030143,-3.928698745627427,0.9093256914633941,1.6038479050565566,4.675088576817495,4.5062526955988345,-1.0837302897913088,0.3982609671257131,-2.1412103079524334,-1.365367881256198,-1.390130750724969,0.4040817247732478,-1.0653435648221716,-1.563866477597911,-0.7084043118608092,-1.4292025655031275,-1.416917332307913,male
-0.9921573867048392,-0.7594537093412507,-0.9014183445010682,-0.711204596896197,0.6326903464304843,0.899997930594037,-0.9275993298259846,-0.8377088388427063,1.5163826858835583,1.7973398090438595,-1.0545762181151823,-1.6669658377743342,-1.1439085503725837,-0.5241333852395061,0.6142859591641637,-1.195366796706931,-0.7084043118608092,-1.2738668638783144,-1.261532316931576,male
-1.5306403925976964,-1.6769479256513575,-1.268395212582577,-0.7920287548056182,1.0055881007989145,1.322560955406893,-1.0558551361010635,-0.80763523511757,1.7083362189192082,2.1147395472177646,-0.7905135358662011,-1.12723346203667,-1.2397254099365558,0.18923755117662797,0.2890462071517667,-0.22165978549428628,-0.7084043118608092,0.12415445074500382,0.13693282145545818,male
-1.608665698226652,-1.8300622478837596,-1.4895124404098459,-0.6419721442780805,1.340093292236997,1.3472321197934807,-0.3523017746833685,-0.24493253305356624,1.513244868906085,1.8597377645844397,-0.6830652314919669,-1.0116250242219607,-1.2192985714928235,-0.3649059777841455,-0.4068459516143382,-1.0111723387722389,-0.7084043118608092,-0.659181301734411,-0.6466516132280704,male
-1.0077278659789746,-0.7018211946825601,-0.9770838025332549,-0.8058572232498941,0.6664853440920095,1.0412995415219695,-0.6633755396563241,-0.534757442258001,1.6108985805047324,1.9968172783993021,-1.0245386688327043,-1.141268716496221,-0.3992457149544172,0.18923755117662797,-0.41662342376589717,-0.6657334960355398,-0.7084043118608092,0.07533465880577683,0.08809753090860939,male
-0.6817169580817093,-1.13559550084714,-0.614797055619421,0.3044953043001934,0.867778043161354,1.179661849825352,-0.7777367088354699,-0.7287884804506007,1.425929651354846,1.7557951380651522,-0.47878395599972706,-1.5404127071517661,-1.1481754514722295,-3.092846765998543,0.922549103705138,-1.005235999870317,-0.7084043118608092,-1.2805241082336636,-1.268191674733419,male
-1.2926501546389666,-1.2937422487836898,-1.073497655204019,-0.6844570781715056,0.8432658679483387,1.2548333954264288,-1.0572893796923966,-0.8588117824250522,1.6809384478948675,2.0438860654210536,0.6972504843428409,-1.4265863380751342,-1.1267454890170887,-0.5241333852395061,-0.21333255959524358,-0.938323932988159,-0.7084043118608092,-0.8189551662627902,-0.806476200472303,male
-1.5571040347089207,-1.7651045503839207,-1.3329133493299188,-0.9649805049541453,0.9834361062707733,1.3948705466374285,-0.9681196218035789,-0.7251682402624758,1.781515878809646,2.2327001736255196,-1.9896542764800558,-1.1432374552387141,-0.9882593343844013,-0.00952567293357168,-0.7018976791267468,-0.9309193884565846,-0.5849635891682646,-0.09997277588508371,-0.08948534380720448,male
-0.7985159285241454,-0.48028630614407813,-0.8018086658464713,-0.3395398150122443,0.7247108066298311,0.8899282356138334,-1.1818035101570095,-0.8781379680767196,1.5592240051418045,1.8337416726347633,-0.8928957217472804,-1.6691598630905051,-0.7308721783409499,-3.4105172987276204,0.21977122578788447,-0.7026626049299239,-0.7084043118608092,-0.6347714057647975,-0.622233967954646,male
-1.4159704888303108,-1.5979927937008813,-1.0918336111736056,-0.9318844905294111,0.7274158801352351,1.196905975813042,-0.5846983303648772,-0.4917473740951787,1.5760039735868316,1.9371211072109662,-1.9844421512725583,-1.1953006847075895,-1.0044044540521249,-0.00952567293357168,-0.34663163461913415,-1.1104411170766035,-0.7084043118608092,-0.6614003831861941,-0.6488713991620181,male
