meanfreq,median,Q25,Q75,IQR,sd,log_skew,log_kurt,sp.ent,sfm,mode,meanfun,log_minfun,exp_maxfun,modindx,meandom,mindom,maxdom,dfrange
0.180360211314565,0.189473684210526,0.141894736842105,0.213473684210526,0.071578947368421,0.0537659478179294,0.9054989046935904,1.774948028079271,0.918148782326333,0.395065199095049,0.186526315789474,0.132277325786855,-3.057336807256776,16.2923826161244,0.128314393939394,0.968568313953488,0.0234375,4.1484375,4.125
0.185643488746802,0.203955431754875,0.186016713091922,0.223454038997214,0.0374373259052925,0.0650433830257863,1.3169859342565697,2.5019540593902345,0.898329920199096,0.476307945233612,0.19966573816156,0.175833394276368,-3.0315417262507007,15.778065084104524,0.0866855053191489,1.07767427884615,0.0234375,6.0234375,6.0
0.203907640235773,0.201869158878505,0.177943925233645,0.239626168224299,0.0616822429906542,0.0459614995272311,1.1779960944645167,2.4407622604966677,0.898687221943746,0.358450874069351,0.177943925233645,0.16961749900888,-3.051442880567996,15.531296897615752,0.084142601584462,1.26512632978723,0.0234375,8.5546875,8.53125
0.115789284724308,0.102196796338673,0.0381235697940503,0.193180778032037,0.155057208237986,0.0811025894857219,0.9633418141287191,2.0282468211088194,0.962574467617834,0.746873491045316,0.0176201372997712,0.200909873743562,-2.5792694112362855,13.205655189475523,0.250932835820896,0.452256944444444,0.0078125,1.578125,1.5703125
0.179889195568036,0.163095723014257,0.13724372029871,0.246924643584521,0.109680923285811,0.0678098066461376,1.1335764417994592,2.2005851146030295,0.932427580744282,0.551025304103629,0.156252545824847,0.13666152231725,-3.384390263345773,16.08324067206299,0.261784511784512,0.963948567708333,0.0439453125,3.9990234375,3.955078125
0.190284826924298,0.207755102040816,0.128571428571429,0.237959183673469,0.109387755102041,0.0571509366793846,0.8482699608193988,1.6002290067520837,0.899461678152648,0.316783077277581,0.255510204081633,0.121535410856253,-2.9810415581439873,15.531296897615752,0.108072916666667,0.978515625,0.0234375,5.2734375,5.25
0.109310616405392,0.0700834326579261,0.0297020262216925,0.193230035756853,0.163528009535161,0.0856943216688332,0.9887153720006395,1.9014105282532239,0.938697632499126,0.622022283701814,0.0216924910607867,0.175173339676081,-3.3187211598379176,9.832707078469792,0.232717678100264,1.22412109375,0.03125,5.953125,5.921875
0.141964823717036,0.127905759162304,0.0743979057591623,0.212565445026178,0.138167539267016,0.0810823720400018,0.8645415029832485,1.8740415184726151,0.974900150682793,0.813087595354452,0.126073298429319,0.103186991273496,-4.099539379099205,10.163883259530015,0.211437037037037,0.691002155172414,0.0078125,4.890625,4.8828125
0.166689475323255,0.174316163410302,0.11190053285968,0.216589698046181,0.104689165186501,0.0603827977787457,0.8116065729769187,1.755057116963489,0.941057826683395,0.497156380740198,0.183765541740675,0.0939407374210199,-3.612605676757944,4.727507264764072,0.150503778337531,0.60479525862069,0.09375,6.296875,6.203125
0.215558697192331,0.21268085106383,0.205531914893617,0.228765957446808,0.0232340425531915,0.0331630945498052,1.5781341413841512,2.9862298150476008,0.787618035301653,0.17807411462927,0.213276595744681,0.168257502938914,-3.0583157598557578,15.778065084104524,0.101381215469613,1.23667279411765,0.0234375,8.5078125,8.484375
0.192628831287094,0.214562383612663,0.169720670391061,0.255232774674115,0.085512104283054,0.0778487029372969,1.1773421081732718,2.5973967950773296,0.932352155136186,0.563884403949122,0.0500558659217877,0.148658694439277,-4.00277736869661,15.778065084104524,0.237274220032841,0.301185344827586,0.0546875,0.734375,0.6796875
0.0824037606177626,0.0351137102014295,0.0169200779727096,0.152826510721248,0.135906432748538,0.0851363154917029,1.2728300774202121,2.3203527486027897,0.921648565388855,0.576089231554722,0.014554905782976,0.183387145973905,-3.380143972464322,15.778065084104524,0.445052631578947,0.328962053571429,0.0078125,0.75,0.7421875
0.199759266355653,0.186117647058824,0.141317647058824,0.261882352941176,0.120564705882353,0.0621224743050006,1.125344861419684,2.0440840939463136,0.853268048896978,0.214172882544084,0.143952941176471,0.130807780300861,-2.970414465569701,16.2923826161244,0.0850018539117538,1.16015625,0.0234375,8.1796875,8.15625
0.210660619510445,0.211269177126918,0.190571827057183,0.236652719665272,0.0460808926080893,0.0339536248186437,0.9881049208766254,1.8020227188975528,0.862091783882396,0.200868633156617,0.196039051603905,0.154540101247215,-3.025493320714822,16.03167534063386,0.123020443420674,1.10953125,0.2109375,7.2890625,7.078125
0.190584259021407,0.192568093385214,0.175953307392996,0.20727626459144,0.0313229571984436,0.0295337723443598,1.2274022676853302,2.2191531115028806,0.821994952202163,0.187990212821402,0.17295719844358,0.169934065689087,-4.025351690735147,11.293670366739633,0.260832342449465,1.30979567307692,0.1796875,6.75,6.5703125
0.174940014355275,0.197176196032672,0.115495915985998,0.221190198366394,0.105694282380397,0.0615813305342191,1.0042946552950747,2.025726775237939,0.927651012462254,0.462425310393721,0.215145857642941,0.111500811226238,-3.9889840465642754,15.778065084104524,0.216666666666667,0.387939453125,0.0078125,0.9140625,0.90625
